"...1";"ID";"CASRN";"DTXSID";"Name";"IUPAC.NAME";"Molecular.formula";"SMILES";"InChI.String";"InChIKey";"Averagre.mass..amu.";"Monoisotopic.mass..amu.";"ORLD50";"DMLC50";"TPIGC50";"FMLC50";"DT";"AM";"ToxPi"
607;607;"2243-62-1";"DTXSID3020916";"1,5-Naphthalenediamine";"Naphthalene-1,5-diamine";"C10H10N2";"NC1=CC=CC2=C(N)C=CC=C12";"InChI=1S/C10H10N2/c11-9-5-1-3-7-8(9)4-2-6-10(7)12/h1-6H,11-12H2";"KQSABULTKYLFEV-UHFFFAOYSA-N";"158.204";"158.0843983";"N/A";"4.91";"3.85";"3.7";"0.71";"1";"0.3186"
608;608;"22591-21-5";"DTXSID8027822";"Dichloropinacolin";"1,1-Dichloro-3,3-dimethylbutan-2-one";"C6H10Cl2O";"CC(C)(C)C(=O)C(Cl)Cl";"InChI=1S/C6H10Cl2O/c1-6(2,3)4(9)5(7)8/h5H,1-3H3";"UDWZXMQIEHAAQT-UHFFFAOYSA-N";"169.05";"168.0108703";"2.11";"3.36";"3.68";"3.16";"0.91";"0.76";"0.0214"
609;609;"22839-47-0";"DTXSID0020107";"Aspartame";"Methyl L-alpha-aspartyl-L-phenylalaninate";"C14H18N2O5";"COC(=O)C(CC1=CC=CC=C1)NC(=O)C(N)CC(O)=O";"InChI=1S/C14H18N2O5/c1-21-14(20)11(7-9-5-3-2-4-6-9)16-13(19)10(15)8-12(17)18/h2-6,10-11H,7-8,15H2,1H3,(H,16,19)(H,17,18)/t10-,11-/m0/s1";"IAOZJIPTCAWIRG-QWRGUYRKSA-N";"294.307";"294.1215717";"N/A";"3.85";"3.29";"4.25";"0.84";"0.23";"0.0431"
610;610;"22984-54-9";"DTXSID3027823";"2-Butanone, O,O',O''-(methylsilylidyne)trioxime";"(2E,2'E,2''E)-N,N',N''-[(Methylsilanetriyl)tris(oxy)]tri(butan-2-imine)";"C13H27N3O3Si";"CCC(C)=NO[Si](C)(ON=C(C)CC)ON=C(C)CC";"InChI=1S/C13H27N3O3Si/c1-8-11(4)14-17-20(7,18-15-12(5)9-2)19-16-13(6)10-3/h8-10H2,1-7H3/b14-11+,15-12+,16-13+";"OGZPYBBKQGPQNU-DABLZPOSSA-N";"301.462";"301.1821683";"N/A";"N/A";"N/A";"N/A";"-0.04";"N/A";"0.0836"
611;611;"2303-17-5";"DTXSID5024344";"Tri-allate";"S-(2,3,3-Trichloroprop-2-en-1-yl) dipropan-2-ylcarbamothioate";"C10H16Cl3NOS";"CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl";"InChI=1S/C10H16Cl3NOS/c1-6(2)14(7(3)4)10(15)16-5-8(11)9(12)13/h6-7H,5H2,1-4H3";"MWBPRDONLNQCFV-UHFFFAOYSA-N";"304.65";"303.0018184";"2.58";"6.46";"N/A";"N/A";"0.19";"1";"0.2984"
612;612;"2312-35-8";"DTXSID4024276";"Propargite";"2-(4-tert-Butylphenoxy)cyclohexyl prop-2-yn-1-yl sulfite";"C19H26O4S";"CC(C)(C)C1=CC=C(OC2CCCCC2OS(=O)OCC#C)C=C1";"InChI=1/C19H26O4S/c1-5-14-21-24(20)23-18-9-7-6-8-17(18)22-16-12-10-15(11-13-16)19(2,3)4/h1,10-13,17-18H,6-9,14H2,2-4H3";"ZYHMJXZULPZUED-UHFFFAOYSA-N";"350.47";"350.1551805";"2.37";"N/A";"N/A";"5.82";"0.79";"N/A";"0.3577"
613;613;"23235-61-2";"DTXSID9044879";"2,2'-(Oxydimethanediyl)bis(2-ethylpropane-1,3-diol)";"2,2'-[Oxybis(methylene)]bis(2-ethylpropane-1,3-diol)";"C12H26O5";"CCC(CO)(CO)COCC(CC)(CO)CO";"InChI=1S/C12H26O5/c1-3-11(5-13,6-14)9-17-10-12(4-2,7-15)8-16/h13-16H,3-10H2,1-2H3";"WMYINDVYGQKYMI-UHFFFAOYSA-N";"250.335";"250.1780239";"N/A";"2.98";"2.56";"2.37";"0.5";"0.05";"0.0182"
614;614;"23386-52-9";"DTXSID8027826";"Dicyclohexyl sodium sulfosuccinate";"Sodium 1,4-bis(cyclohexyloxy)-1,4-dioxobutane-2-sulfonate";"C16H25NaO7S";"OS(=O)(=O)C(CC(=O)OC1CCCCC1)C(=O)OC1CCCCC1";"InChI=1/C16H26O7S.Na/c17-15(22-12-7-3-1-4-8-12)11-14(24(19,20)21)16(18)23-13-9-5-2-6-10-13;/h12-14H,1-11H2,(H,19,20,21);/q;+1/p-1";"UELAIMNOXLAYRW-UHFFFAOYSA-M";"384.42";"384.1218686";"N/A";"N/A";"N/A";"5.66";"1.12";"0.33";"0.0774"
615;615;"23778-52-1";"DTXSID8041371";"2,5,8,11,14-Pentaoxahexadecan-16-ol";"2,5,8,11,14-Pentaoxahexadecan-16-ol";"C11H24O6";"COCCOCCOCCOCCOCCO";"InChI=1S/C11H24O6/c1-13-4-5-15-8-9-17-11-10-16-7-6-14-3-2-12/h12H,2-11H2,1H3";"SLNYBUIEAMRFSZ-UHFFFAOYSA-N";"252.307";"252.1572885";"N/A";"1.86";"2.13";"1.43";"0.12";"0.21";"0.0165"
616;616;"23783-42-8";"DTXSID3027829";"2,5,8,11-Tetraoxatridecan-13-ol";"2,5,8,11-Tetraoxatridecan-13-ol";"C9H20O5";"COCCOCCOCCOCCO";"InChI=1S/C9H20O5/c1-11-4-5-13-8-9-14-7-6-12-3-2-10/h10H,2-9H2,1H3";"ZNYRFEPBTVGZDN-UHFFFAOYSA-N";"208.254";"208.1310737";"N/A";"2.16";"2.12";"1.45";"0.33";"0.22";"0.0143"
617;617;"2386-87-0";"DTXSID2027466";"ECC";"(7-Oxabicyclo[4.1.0]heptan-3-yl)methyl 7-oxabicyclo[4.1.0]heptane-3-carboxylate";"C14H20O4";"O=C(OCC1CCC2OC2C1)C1CCC2OC2C1";"InChI=1/C14H20O4/c15-14(9-2-4-11-13(6-9)18-11)16-7-8-1-3-10-12(5-8)17-10/h8-13H,1-7H2";"YXALYBMHAYZKAP-UHFFFAOYSA-N";"252.31";"252.1361591";"1.75";"4.65";"N/A";"5.73";"0.59";"1";"0.2446"
618;618;"2402-79-1";"DTXSID7027467";"2,3,5,6-Tetrachloropyridine";"2,3,5,6-Tetrachloropyridine";"C5HCl4N";"ClC1=CC(Cl)=C(Cl)N=C1Cl";"InChI=1S/C5HCl4N/c6-2-1-3(7)5(9)10-4(2)8/h1H";"FATBKZJZAHWCSL-UHFFFAOYSA-N";"216.87";"214.8863098";"N/A";"5.04";"4.65";"5.13";"0.63";"0.2";"0.0881"
619;619;"2403-88-5";"DTXSID3029655";"2,2,6,6-Tetramethyl- 4-piperidinol";"2,2,6,6-Tetramethylpiperidin-4-ol";"C9H19NO";"CC1(C)CC(O)CC(C)(C)N1";"InChI=1S/C9H19NO/c1-8(2)5-7(11)6-9(3,4)10-8/h7,10-11H,5-6H2,1-4H3";"VDVUCLWJZJHFAV-UHFFFAOYSA-N";"157.257";"157.1466642";"N/A";"3.32";"2.32";"2.55";"0.78";"0.02";"0.0478"
620;620;"2409-55-4";"DTXSID2020212";"2-tert-Butyl-4-methylphenol";"2-tert-Butyl-4-methylphenol";"C11H16O";"CC1=CC(=C(O)C=C1)C(C)(C)C";"InChI=1S/C11H16O/c1-8-5-6-10(12)9(7-8)11(2,3)4/h5-7,12H,1-4H3";"IKEHOXWJQXIQAG-UHFFFAOYSA-N";"164.248";"164.1201151";"1.82";"4.85";"4.3";"4.41";"0.92";"0.02";"0.2258"
621;621;"2416-94-6";"DTXSID6022187";"2,3,6-Trimethylphenol";"2,3,6-Trimethylphenol";"C9H12O";"CC1=CC=C(C)C(O)=C1C";"InChI=1S/C9H12O/c1-6-4-5-7(2)9(10)8(6)3/h4-5,10H,1-3H3";"QQOMQLYQAXGHSU-UHFFFAOYSA-N";"136.194";"136.088815";"N/A";"4.54";"3.28";"4.22";"0.74";"0";"0.0512"
622;622;"2421-28-5";"DTXSID3029233";"Benzophenonetetracarboxylic dianhydride";"5,5'-Carbonyldi(2-benzofuran-1,3-dione)";"C17H6O7";"O=C(C1=CC2=C(C=C1)C(=O)OC2=O)C1=CC2=C(C=C1)C(=O)OC2=O";"InChI=1S/C17H6O7/c18-13(7-1-3-9-11(5-7)16(21)23-14(9)19)8-2-4-10-12(6-8)17(22)24-15(10)20/h1-6H";"VQVIHDPBMFABCQ-UHFFFAOYSA-N";"322.228";"322.0113525";"N/A";"N/A";"N/A";"N/A";"0.99";"N/A";"0.0413"
623;623;"2425-54-9";"DTXSID1027471";"1-Chlorotetradecane";"1-Chlorotetradecane";"C14H29Cl";"CCCCCCCCCCCCCCCl";"InChI=1S/C14H29Cl/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h2-14H2,1H3";"RNHWYOLIEJIAMV-UHFFFAOYSA-N";"232.84";"232.1957786";"N/A";"5.56";"5.89";"6.39";"0.18";"-0.07";"0.0848"
624;624;"2425-77-6";"DTXSID1041265";"2-Hexyl-1-decanol";"2-Hexyldecan-1-ol";"C16H34O";"CCCCCCCCC(CO)CCCCCC";"InChI=1/C16H34O/c1-3-5-7-9-10-12-14-16(15-17)13-11-8-6-4-2/h16-17H,3-15H2,1-2H3";"XULHFMYCBKQGEE-UHFFFAOYSA-N";"242.447";"242.2609657";"N/A";"5.04";"5.47";"5.91";"0.31";"0.02";"0.2228"
625;625;"2426-8-6";"DTXSID9024691";"Butyl glycidyl ether";"2-(Butoxymethyl)oxirane";"C7H14O2";"CCCCOCC1CO1";"InChI=1/C7H14O2/c1-2-3-4-8-5-7-6-9-7/h7H,2-6H2,1H3";"YSUQLAYJZDEMOT-UHFFFAOYSA-N";"130.187";"130.0993797";"1.89";"3.13";"N/A";"3.5";"0.5";"0.33";"0.0962"
626;626;"2437-25-4";"DTXSID1022188";"n-Undecyl cyanide";"Dodecanenitrile";"C12H23N";"CCCCCCCCCCCC#N";"InChI=1S/C12H23N/c1-2-3-4-5-6-7-8-9-10-11-12-13/h2-11H2,1H3";"VXCUURYYWGCLIH-UHFFFAOYSA-N";"181.323";"181.1830497";"N/A";"4.85";"4.9";"5.35";"0.32";"0.04";"0.1867"
627;627;"2437-56-1";"DTXSID3029235";"1-Tridecene";"Tridec-1-ene";"C13H26";"CCCCCCCCCCCC=C";"InChI=1S/C13H26/c1-3-5-7-9-11-13-12-10-8-6-4-2/h3H,1,4-13H2,2H3";"VQOXUMQBYILCKR-UHFFFAOYSA-N";"182.351";"182.2034508";"N/A";"5.14";"5.47";"6.18";"0.62";"0";"0.034"
628;628;"2440-22-4";"DTXSID1027479";"2-(2H-Benzotriazol-2-yl)-4-methylphenol";"2-(2H-Benzotriazol-2-yl)-4-methylphenol";"C13H11N3O";"CC1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1";"InChI=1S/C13H11N3O/c1-9-6-7-13(17)12(8-9)16-14-10-4-2-3-5-11(10)15-16/h2-8,17H,1H3";"MCPKSFINULVDNX-UHFFFAOYSA-N";"225.251";"225.090212";"N/A";"4.71";"N/A";"5.29";"0.39";"0.73";"0.1885"
629;629;"24468-13-1";"DTXSID2027832";"2-Ethylhexyl chloroformate";"2-Ethylhexyl carbonochloridate";"C9H17ClO2";"CCCCC(CC)COC(Cl)=O";"InChI=1/C9H17ClO2/c1-3-5-6-8(4-2)7-12-9(10)11/h8H,3-7H2,1-2H3";"RTGLJCSUKOLTEM-UHFFFAOYSA-N";"192.68";"192.0917075";"1.55";"4.47";"4";"4.69";"0.69";"0.04";"0.0354"
630;630;"2451-62-9";"DTXSID4026262";"Triglycidyl isocyanurate";"1,3,5-Tris[(oxiran-2-yl)methyl]-1,3,5-triazinane-2,4,6-trione";"C12H15N3O6";"O=C1N(CC2CO2)C(=O)N(CC2CO2)C(=O)N1CC1CO1";"InChI=1/C12H15N3O6/c16-10-13(1-7-4-19-7)11(17)15(3-9-6-21-9)12(18)14(10)2-8-5-20-8/h7-9H,1-6H2";"OUPZKGBUJRBPGC-UHFFFAOYSA-N";"297.267";"297.0960852";"3.2";"3.35";"N/A";"N/A";"N/A";"1.45";"0.2277"
631;631;"24549-06-2";"DTXSID7027833";"2-Ethyl-6-methylaniline";"2-Ethyl-6-methylaniline";"C9H13N";"CCC1=CC=CC(C)=C1N";"InChI=1S/C9H13N/c1-3-8-6-4-5-7(2)9(8)10/h4-6H,3,10H2,1-2H3";"JJVKJJNCIILLRP-UHFFFAOYSA-N";"135.21";"135.1047994";"2.18";"4.76";"3.07";"3.61";"0.69";"1";"0.2067"
632;632;"24602-86-6";"DTXSID3041376";"Tridemorph";"2,6-Dimethyl-4-tridecylmorpholine";"C19H39NO";"CCCCCCCCCCCCCN1CC(C)OC(C)C1";"InChI=1/C19H39NO/c1-4-5-6-7-8-9-10-11-12-13-14-15-20-16-18(2)21-19(3)17-20/h18-19H,4-17H2,1-3H3";"YTOPFCCWCSOHFV-UHFFFAOYSA-N";"297.527";"297.3031649";"2.66";"5.12";"5.94";"4.96";"0.24";"0";"0.2044"
634;634;"2475-46-9";"DTXSID9041730";"1-(Methylamino)-4-(2-hydroxyethylamino)anthraquinone";"1-[(2-Hydroxyethyl)amino]-4-(methylamino)anthracene-9,10-dione";"C17H16N2O3";"CNC1=CC=C(NCCO)C2=C1C(=O)C1=C(C=CC=C1)C2=O";"InChI=1S/C17H16N2O3/c1-18-12-6-7-13(19-8-9-20)15-14(12)16(21)10-4-2-3-5-11(10)17(15)22/h2-7,18-20H,8-9H2,1H3";"NLXFWUZKOOWWFD-UHFFFAOYSA-N";"296.326";"296.1160924";"N/A";"4.29";"3.93";"5.04";"0.86";"0.75";"-"
635;635;"24800-44-0";"DTXSID7027837";"Tripropylene glycol";"-";"-";"CC(CO)OCC(C)OCC(C)O";"-";"-";"-";"-";"1.81";"2.03";"2.1";"1.95";"0.43";"0.02";"0.0654"
636;636;"24851-98-7";"DTXSID2029325";"Methyl dihydrojasmonate";"Methyl (3-oxo-2-pentylcyclopentyl)acetate";"C13H22O3";"CCCCCC1C(CC(=O)OC)CCC1=O";"InChI=1/C13H22O3/c1-3-4-5-6-11-10(7-8-12(11)14)9-13(15)16-2/h10-11H,3-9H2,1-2H3";"KVWWIYGFBYDJQC-UHFFFAOYSA-N";"226.316";"226.1568946";"N/A";"3.77";"4.17";"4.56";"0.56";"0";"0.0882"
637;637;"2487-90-3";"DTXSID0027482";"Trimethoxysilane";"Trimethoxysilane";"C3H10O3Si";"CO[SiH](OC)OC";"InChI=1S/C3H10O3Si/c1-4-7(5-2)6-3/h7H,1-3H3";"YUYCVXFAYWRXLS-UHFFFAOYSA-N";"122.195";"122.0399207";"1.91";"N/A";"N/A";"N/A";"0.68";"0.32";"-"
639;639;"2495-25-2";"DTXSID8029236";"Tridecyl methacrylate";"Tridecyl 2-methylprop-2-enoate";"C17H32O2";"CCCCCCCCCCCCCOC(=O)C(C)=C";"InChI=1S/C17H32O2/c1-4-5-6-7-8-9-10-11-12-13-14-15-19-17(18)16(2)3/h2,4-15H2,1,3H3";"KEROTHRUZYBWCY-UHFFFAOYSA-N";"268.441";"268.2402303";"N/A";"N/A";"5.45";"6.5";"0.49";"0.04";"0.0589"
640;640;"2495-39-8";"DTXSID3041451";"2-Propene-1-sulfonic acid, sodium salt";"Sodium prop-2-ene-1-sulfonate";"C3H5NaO3S";"OS(=O)(=O)CC=C";"InChI=1S/C3H6O3S.Na/c1-2-3-7(4,5)6;/h2H,1,3H2,(H,4,5,6);/q;+1/p-1";"DIKJULDDNQFCJG-UHFFFAOYSA-M";"144.12";"143.9857095";"N/A";"N/A";"N/A";"3.06";"0.84";"0.35";"0.0315"
641;641;"25013-15-4";"DTXSID6026292";"Vinyltoluene";"-";"-";"CC1=CC(=CC=C1)C=C";"-";"-";"-";"-";"N/A";"4.14";"3.39";"4.48";"0.5";"N/A";"0"
642;642;"25057-89-0";"DTXSID0023901";"Bentazone";"3-(Propan-2-yl)-2lambda~6~,1,3-benzothiadiazine-2,2,4(1H,3H)-trione";"C10H12N2O3S";"CC(C)N1C(=O)C2=C(NS1(=O)=O)C=CC=C2";"InChI=1S/C10H12N2O3S/c1-7(2)12-10(13)8-5-3-4-6-9(8)11-16(12,14)15/h3-7,11H,1-2H3";"ZOMSMJKLGFBRBS-UHFFFAOYSA-N";"240.28";"240.0568634";"2.34";"3.74";"N/A";"N/A";"1.02";"0";"0.137"
643;643;"25103-09-7";"DTXSID1027841";"Isooctyl 2-mercaptoacetate";"-";"-";"CC(C)CCCCCOC(=O)CS";"-";"-";"-";"-";"2.77";"5.37";"N/A";"4.82";"0.86";"0.33";"0.1402"
644;644;"25103-58-6";"DTXSID1025221";"tert-Dodecanethiol";"2,3,3,4,4,5-Hexamethylhexane-2-thiol";"C12H26S";"CC(C)C(C)(C)C(C)(C)C(C)(C)S";"InChI=1S/C12H26S/c1-9(2)10(3,4)11(5,6)12(7,8)13/h9,13H,1-8H3";"YAJYJWXEWKRTPO-UHFFFAOYSA-N";"202.4";"202.175522";"N/A";"6.35";"N/A";"4.8";"0.23";"0.08";"0.1578"
645;645;"25134-21-8";"DTXSID6027844";"Methylnadic anhydride";"-";"-";"C[C@@]12[C@H]3C[C@@H]([C@@H]1C(=O)OC2=O)C=C3";"-";"-";"-";"-";"N/A";"N/A";"N/A";"N/A";"0.56";"0.18";"0.0442"
646;646;"25155-23-1";"DTXSID9026267";"Trixylyl phosphate";"-";"-";"CC1=CC(=CC(=C1)OP(=O)(OC2=CC(=CC(=C2)C)C)OC3=CC(=CC(=C3)C)C)C";"-";"-";"-";"-";"N/A";"7.59";"N/A";"6.89";"0.52";"0.03";"0.2285"
647;647;"25155-25-3";"DTXSID7024611";"Bis(t-butyl dioxyisopropyl)benzene";"-";"-";"CC(C)(C)OOC(C)(C)C1=CC=C(C=C1)C(C)(C)OOC(C)(C)C";"-";"-";"-";"-";"N/A";"N/A";"N/A";"N/A";"0.55";"0.02";"-"
648;648;"25155-30-0";"DTXSID7025219";"Sodium dodecylbenzenesulfonate";"-";"-";"CCCCCCCCCC(CC)C1=CC=C(C=C1)S(=O)(=O)(=O)";"-";"-";"-";"-";;;;;;;"0.3018"
649;649;"25167-70-8";"DTXSID5027851";"2,4,4-Trimethylpentene";"-";"-";"CC(=C)CC(C)(C)C";"-";"-";"-";"-";"N/A";"4.56";"3.29";"4.47";"0.62";"N/A";"0"
650;650;"25168-05-2";"DTXSID0027852";"Chlorotoluene";"-";"-";"CC1=CC=CC=C1Cl";"-";"-";"-";"-";"1.51";"4.34";"3.32";"3.95";"0.29";"0";"0.1058"
651;651;"25168-26-7";"DTXSID0020444";"2,4-D isooctyl ester";"-";"-";"CC(C)CCCCCOC(=O)COC1=C(C=C(C=C1)Cl)Cl";"-";"-";"-";"-";"N/A";"5.19";"5.93";"5.95";"0.4";"-0.02";"0.0205"
652;652;"2517-43-3";"DTXSID0044812";"3-Methoxybutan-1-ol";"3-Methoxybutan-1-ol";"C5H12O2";"COC(C)CCO";"InChI=1/C5H12O2/c1-5(7-2)3-4-6/h5-6H,3-4H2,1-2H3";"JSGVZVOGOQILFM-UHFFFAOYSA-N";"104.149";"104.0837296";"N/A";"2.13";"1.5";"1.63";"0.42";"0";"0.1163"
653;653;"2524-03-0";"DTXSID0027486";"Dimethyl chlorothiophosphate";"O,O-Dimethyl phosphorochloridothioate";"C2H6ClO2PS";"COP(Cl)(=S)OC";"InChI=1S/C2H6ClO2PS/c1-4-6(3,7)5-2/h1-2H3";"XFBJRFNXPUCPKU-UHFFFAOYSA-N";"160.55";"159.9514653";"2.47";"5.67";"N/A";"2.91";"0.7";"0";"0.0467"
654;654;"2524-4-1";"DTXSID5027487";"O,O-Diethyl chlorothiophosphate";"O,O-Diethyl phosphorochloridothioate";"C4H10ClO2PS";"CCOP(Cl)(=S)OCC";"InChI=1S/C4H10ClO2PS/c1-3-6-8(5,9)7-4-2/h3-4H2,1-2H3";"KMJJJTCKNZYTEY-UHFFFAOYSA-N";"188.61";"187.9827654";"2.15";"5.9";"N/A";"3.28";"0.63";"-0.02";"0.0811"
655;655;"25265-71-8";"DTXSID0027856";"Dipropylene glycol";"-";"-";"CCC(O)OC(CC)O";"-";"-";"-";"-";"N/A";"2";"1.42";"1.64";"0.66";"0.06";"0.1689"
656;656;"25265-77-4";"DTXSID5027857";"2,2,4-Trimethyl-1,3-pentanediol monoisobutyrate";"-";"C12H24O3";"CC(C)C(C(C)(C)COC(=O)C(C)C)O";"-";"-";"216.32";"-";"1.83";"4.66";"3.58";"4.28";"0.7";"0.04";"0"
657;657;"2530-83-8";"DTXSID5027489";"Trimethoxy[3-(oxiran-2-ylmethoxy)propyl]silane";"Trimethoxy{3-[(oxiran-2-yl)methoxy]propyl}silane";"C9H20O5Si";"CO[Si](CCCOCC1CO1)(OC)OC";"InChI=1/C9H20O5Si/c1-10-15(11-2,12-3)6-4-5-13-7-9-8-14-9/h9H,4-8H2,1-3H3";"BPSIOYPQMFLKFR-UHFFFAOYSA-N";"236.339";"236.1080003";"0.99";"N/A";"N/A";"N/A";"0.59";"0.41";"0.1019"
658;658;"2530-85-0";"DTXSID3029237";"3-(Trimethoxysilyl)propyl methacrylate";"3-(Trimethoxysilyl)propyl 2-methylprop-2-enoate";"C10H20O5Si";"CO[Si](CCCOC(=O)C(C)=C)(OC)OC";"InChI=1S/C10H20O5Si/c1-9(2)10(11)15-7-6-8-16(12-3,13-4)14-5/h1,6-8H2,2-5H3";"XDLMVUHYZWKMMD-UHFFFAOYSA-N";"248.35";"248.1080003";"1.02";"N/A";"N/A";"N/A";"0.6";"0.19";"0.0687"
659;659;"2530-87-2";"DTXSID4027490";"(3-Chloropropyl)trimethoxysilane";"(3-Chloropropyl)(trimethoxy)silane";"C6H15ClO3Si";"CO[Si](CCCCl)(OC)OC";"InChI=1S/C6H15ClO3Si/c1-8-11(9-2,10-3)6-4-5-7/h4-6H2,1-3H3";"OXYZDRAJMHGSMW-UHFFFAOYSA-N";"198.72";"198.0478986";"1.47";"N/A";"N/A";"N/A";"0.67";"0.25";"0.0801"
660;660;"25311-71-1";"DTXSID8032417";"Isofenphos";"Propan-2-yl 2-({ethoxy[(propan-2-yl)amino]phosphorothioyl}oxy)benzoate";"C15H24NO4PS";"CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C";"InChI=1/C15H24NO4PS/c1-6-18-21(22,16-11(2)3)20-14-10-8-7-9-13(14)15(17)19-12(4)5/h7-12H,6H2,1-5H3,(H,16,22)";"HOQADATXFBOEGG-UHFFFAOYSA-N";"345.39";"345.1163664";"4.21";"7.53";"N/A";"N/A";"0.69";"0.19";"0.2354"
661;661;"25321-09-9";"DTXSID0027858";"Diisopropylbenzene";"-";"C12H18";"CC(C)C1=CC=CC=C1C(C)C";"-";"-";"162.27";"-";"N/A";"5.07";"4.02";"4.58";"0.72";"N/A";"0.044"
662;662;"25340-17-4";"DTXSID4027866";"Diethylbenzene";"-";"CH3CH2(C6H4)CH2CH3";"CCC1=CC=CC=C1CC";"-";"-";"134.22";"-";"N/A";"4.52";"3.75";"4.42";"0.41";"N/A";"0"
663;663;"25360-10-5";"DTXSID4027868";"tert-Nonanethiol";"-";"C9H20S";"CCCCCCC(C)(C)S";"-";"-";"160.32";"-";"1.46";"5.09";"N/A";"4.97";"0.64";"0.21";"0.1111"
664;664;"25377-73-5";"DTXSID8027870";"3-(Dodecenyl)dihydro-2,5-furandione";"-";"C16H26O3";"CCCCCCCCCCC=CC1CC(=O)OC1=O";"-";"-";"266.38";"-";"2.02";"N/A";"N/A";"N/A";"0.67";"0.26";"0.1899"
665;665;"25448-25-3";"DTXSID3027873";"Isodecyl phosphite";"-";"C30H63O3P";"CC(C)CCCCCCCOP(OCCCCCCCC(C)C)OCCCCCCCC(C)C";"-";"-";"502.8";"-";"N/A";"N/A";"N/A";"N/A";"0.3";"0.1";"-"
666;666;"25496-72-4";"DTXSID3027875";"Glyceryl monooleate";"-";"C21H40O4";"CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)O";"-";"-";"356.5";"-";"N/A";"4.88";"5.65";"5.38";"0.37";"0.18";"0.2088"
667;667;"25498-49-1";"DTXSID2029329";"Tripropylene glycol monomethyl ether";"-";"C10H22O4";"CC(CO)OCC(C)OCC(C)OC";"-";"-";"206.28";"-";"N/A";"2.78";"2.49";"1.99";"0.27";"0.14";"0.0991"
668;668;"25550-98-5";"DTXSID3027877";"Diisodecylphenyl phosphite";"-";"C26H47O3P";"CC(C)CCCCCCCOP(OCCCCCCCC(C)C)OC1=CC=CC=C1";"-";"-";"438.6";"-";"N/A";"N/A";"N/A";"N/A";"0.42";"0.02";"0.1811"
669;669;"25564-22-1";"DTXSID6029331";"2-Pentyl-2-cyclopenten-1-one";"2-Pentylcyclopent-2-en-1-one";"C10H16O";"CCCCCC1=CCCC1=O";"InChI=1S/C10H16O/c1-2-3-4-6-9-7-5-8-10(9)11/h7H,2-6,8H2,1H3";"ILHZVKAXFCDFMT-UHFFFAOYSA-N";"152.237";"152.1201151";"1.84";"4.19";"4.57";"4.15";"0.88";"0.09";"0.1501"
670;670;"25584-83-2";"DTXSID8027878";"Hydroxypropyl acrylate";"-";"C6H10O3";"C=CC(=O)OCCCO";"-";"-";"130.14";"-";"N/A";"N/A";"3.45";"4.38";"0.65";"0.09";"0.1261"
671;671;"25620-58-0";"DTXSID2044894";"Trimethylhexane-1,6-diamine";"-";"C9H22N2";"CC(CCCCN)C(C)(C)N";"-";"-";"158.28";"-";"N/A";"4.58";"4.03";"3.32";"0.59";"0.26";"0.0659"
672;672;"2579-20-6";"DTXSID4041238";"1,3-Cyclohexanedimethanamine";"(Cyclohexane-1,3-diyl)dimethanamine";"C8H18N2";"NCC1CCCC(CN)C1";"InChI=1/C8H18N2/c9-5-7-2-1-3-8(4-7)6-10/h7-8H,1-6,9-10H2";"QLBRROYTTDFLDX-UHFFFAOYSA-N";"158.28";"142.1469986";"2.21";"4.7";"2.99";"2.79";"0.55";"N/A";"0.1168"
673;673;"25899-50-7";"DTXSID2027884";"(2Z)-2-Pentenenitrile";"(2Z)-Pent-2-enenitrile";"C5H7N";"CCC=CC#N";"InChI=1S/C5H7N/c1-2-3-4-5-6/h3-4H,2H2,1H3/b4-3-";"ISBHMJZRKAFTGE-ARJAWSKDSA-N";"81.118";"81.05784923";"N/A";"3.58";"2.3";"3.46";"0.29";"0";"0.0205"
674;674;"25956-17-6";"DTXSID4024436";"Allura Red C.I.16035";"Disodium 6-hydroxy-5-[(E)-(2-methoxy-5-methyl-4-sulfonatophenyl)diazenyl]naphthalene-2-sulfonate";"C18H14N2Na2O8S2";"COC1=C(C=C(C)C(=C1)S(O)(=O)=O)N=NC1=C(O)C=CC2=CC(=CC=C12)S(O)(=O)=O";"InChI=1S/C18H16N2O8S2.2Na/c1-10-7-14(16(28-2)9-17(10)30(25,26)27)19-20-18-13-5-4-12(29(22,23)24)8-11(13)3-6-15(18)21;;/h3-9,21H,1-2H3,(H,22,23,24)(H,25,26,27);;/q;2*+1/p-2/b20-19+;;";"CEZCCHQBSQPRMU-LLIZZRELSA-L";"496.42";"495.9986963";"N/A";"N/A";"N/A";"N/A";"0.77";"0.61";"0.2574"
